id,time_observed_at,user_login,quality_grade,license,image_url,description,latitude,longitude,geoprivacy,taxon_geoprivacy,coordinates_obscured,scientific_name,common_name,taxon_id,taxon_ids
3731936,2016-07-23T20:05:29Z,jonpoppele,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/4335880/medium.jpeg,,45.40531,-93.198702,,open,False,Odocoileus virginianus,White-tailed Deer,42223,1|2|40151|152870|42158|42219|42223
3732091,,dphyillaier,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/4335897/medium.jpeg,,45.406277,-93.1984,,open,False,Odocoileus virginianus,White-tailed Deer,42223,1|2|40151|152870|42158|42219|42223
3732096,,dphyillaier,needs_id,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/4335907/medium.jpeg,,45.405872,-93.199532,,,False,Strigiformes,Owls,19350,1|2|3|19350
3732117,,dphyillaier,casual,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/4335932/medium.jpeg,"Classic domestic dog gate, human tracks present.",45.405014,-93.198792,,,False,Canis familiaris,Domestic Dog,47144,1|2|40151|41573|42043|42044|47144
3732130,,dphyillaier,research,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/4335956/medium.jpeg,,45.404345,-93.198959,,open,False,Zenaida macroura,Mourning Dove,3454,1|2|3|2708|2715|3438|3454
3732274,2016-07-23T16:05:00Z,rob_grunewald,needs_id,,https://static.inaturalist.org/photos/4336432/medium.jpeg,,45.4058662507,-93.1999362589,,,False,Cricetidae,"Hamsters, Voles, Lemmings, and Allies",55986,1|2|40151|43698|55986
3749312,2016-07-19T16:34:49Z,jillmcd,needs_id,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/4362196/medium.jpeg,,45.4019734004,-93.2002604164,,,False,Russula,brittlegills,48339,47170|47169|50814|48341|48340|48339
3753808,2016-07-25T03:17:00Z,jerijon,needs_id,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/4369596/medium.jpeg,,45.386681437,-93.1831383705,,open,False,Vulpes vulpes,Red Fox,42069,1|2|40151|41573|42043|42054|42069
3753809,2016-07-25T03:17:00Z,jerijon,needs_id,CC-BY-NC,https://inaturalist-open-data.s3.amazonaws.com/photos/4369597/medium.jpeg,,45.3866728094,-93.1831759214,,,False,Canidae,Canids,42043,1|2|40151|41573|42043
3822738,2016-08-07T15:27:12Z,kirstenwelge,casual,CC-BY-NC,,,45.4005895,-93.19725088,,,False,Sciurus carolinensis,Eastern Gray Squirrel,46017,1|2|40151|43698|45933|45994|46017
3822924,2016-08-07T15:45:51Z,kirstenwelge,casual,CC-BY-NC,,,45.3992934857,-93.1946078315,,,False,Odocoileus,White-tailed and Mule Deer,42219,1|2|40151|152870|42158|42219
3823182,2016-08-07T16:06:59Z,kirstenwelge,casual,CC-BY-NC,,,45.39803783,-93.19227265,,,False,Felis catus,Domestic Cat,118552,1|2|40151|41573|41944|41956|118552
3823520,2016-08-07T16:24:23Z,kirstenwelge,casual,CC-BY-NC,,,45.39766543,-93.19232124,,,False,Procyon lotor,Common Raccoon,41663,1|2|40151|41573|41660|41661|41663
