scientific_name,common_name,iconic_taxon_name,taxon_id,has_inat_data
Chthamalus montagui,Montagu's Stellate Barnacle,Animalia,197140,
Agrotis segetum,Turnip Moth,Insecta,84455,
Cyanea lamarckii,Blue Jelly,Animalia,447777,
Siphonaria pectinata,,Mollusca,1085670,
Salticus scenicus,Zebra Jumping Spider,Arachnida,68901,
Ocyropsis crystallina,,Animalia,362176,
Pterotrachea coronata,,Mollusca,254616,
Pleuroncodes planipes,Tuna Crab,Animalia,117666,
Jassa marmorata,Marbled Scud,Animalia,345361,
Sparidae,Seabreams and Porgies,Actinopterygii,49238,
Copepoda,Copepods,Animalia,121643,
Pseudocaranx dentex,Silver Trevally,Actinopterygii,204776,
Oikopleuridae,,Animalia,485079,
Cossoninae,,Insecta,373402,
Scarites cyclops,,Insecta,470219,
Podarcis carbonelli,Carbonell’s Wall Lizard,Reptilia,35707,
Agrius convolvuli,Convolvulus Hawkmoth,Insecta,124031,
Delphinus delphis,Short-beaked Common Dolphin,Mammalia,41526,
Stenella coeruleoalba,Striped Dolphin,Mammalia,41494,
Oikopleura,,Animalia,485078,
Batoidea,Rays,Animalia,448201,
Lepas pacifica,Pacific Gooseneck Barnacle,Animalia,123444,True
Staurodiscus,,Animalia,247144,
Melicertissa orientalis,,Animalia,1257765,
Chelophyes appendiculata,,Animalia,549343,
Sarsia tubulosa,,Animalia,448319,
Turritopsis rubra,,Animalia,602918,
Obelia,Wine-glass Hydroids,Animalia,49536,
Leuckartiara,,Animalia,246862,
Alca torda,Razorbill,Aves,4501,
Desmonema,,Animalia,379633,
Tonnoidea,Tonnoid Snails,Mollusca,481443,
Plantae,plants,Plantae,47126,True
Sargassum fluitans,Broad-leaved gulfweed,Chromista,134103,
Ulva intestinalis,Gutweed,Plantae,130197,
Callinectes sapidus,Atlantic Blue Crab,Animalia,49504,
Sargassaceae,Sargassum and Allies,Chromista,126125,
Zosteraceae,eelgrasses and surfgrasses,Plantae,52615,
Halobates micans,Common Sea Skater,Insecta,330110,
Anoxia australis,,Insecta,245860,
Laminaria,,Chromista,67424,
Arctosa,Bear Spiders,Arachnida,55470,
Pompilidae,Spider Wasps,Insecta,54028,True
Raja undulata,Undulate Skate,Animalia,111535,
Raja microocellata,Smalleyed Skate,Animalia,61752,
Tylodina fungina,Yellow Umbrella Slug,Mollusca,49894,
Nereididae,,Animalia,49581,
Eupantopodida,,Animalia,372859,
Patellidae,Patella limpets and allies,Mollusca,51740,
Doriopsilla rowena,,Mollusca,460286,
Enhydra lutris,Sea Otter,Mammalia,41860,
Oceanodroma furcata,Fork-tailed Storm-Petrel,Aves,4077,
Armadillidium album,White Pill Woodlouse,Animalia,483806,
Calliostoma annulatum,Jeweled Top Snail,Mollusca,121181,
Chaetomorpha spiralis,,Plantae,497635,
Euechinoidea,sea urchins,Animalia,475988,
Undaria pinnatifida,Wakame,Chromista,68786,
Mimachlamys varia,Variegated Scallop,Mollusca,363962,
Donax trunculus,Wedge Clam,Mollusca,59392,
Glycymeris glycymeris,European Bittersweet Clam,Mollusca,324553,
Saccorhiza polyschides,Furbellow,Chromista,343398,
Solen marginatus,Grooved Razor Shell,Mollusca,210229,
Pecten,,Mollusca,171858,
Carcinus maenas,European Green Crab,Animalia,52523,
Sarcodiotheca gaudichaudii,succulent seaweed,Plantae,327099,
Mytilus,Black Mussels,Mollusca,62807,True
Gigartina,,Plantae,342242,
Mactra stultorum,Rayed Trough Shell,Mollusca,366852,
Eastonia rugosa,,Mollusca,489403,
Paracentrotus lividus,Atlantic Purple Sea Urchin,Animalia,48032,
Lutraria oblonga,,Mollusca,483137,
Paralepididae,Barracudinas,Actinopterygii,85962,
Ligia occidentalis,Western Sea Slater,Animalia,117674,True
Lottia limatula,File Limpet,Mollusca,333425,True
Tegula,Tegulas,Mollusca,53831,True
Roperia poulsoni,Poulson's Dwarf Triton,Mollusca,424077,
Plocamium,,Plantae,339054,
Thylacodes squamigerus,Scaled Worm Snail,Mollusca,491935,True
Ostrea edulis,European Flat Oyster,Mollusca,53462,
Crepipatella dilatata,,Mollusca,328531,
Chelidonichthys,,Actinopterygii,87391,
Polybius henslowii,Henslow's Swimming Crab,Animalia,332555,
Atrina fragilis,Fan Mussel,Mollusca,483003,
Mya arenaria,Soft-shelled Clam,Mollusca,81634,
Tritia nitida,,Mollusca,796590,
Littorina littorea,Common Periwinkle,Mollusca,81606,
Euspira catena,Large Necklace Shell,Mollusca,482344,
Nucella lapillus,Atlantic Dogwhelk,Mollusca,203761,
Cochlicella acuta,Pointed Snail,Mollusca,336839,
Bornella calcarata,,Mollusca,557103,
Ophiuroidea,Brittle Stars,Animalia,48836,
Hermodice carunculata,Bearded Fireworm,Animalia,49520,
Engraulis mordax,Northern Anchovy,Actinopterygii,63770,
Lottia scabra,Rough Limpet,Mollusca,48750,True
Cellana,,Mollusca,64286,
Littorinidae,Periwinkle Snails,Mollusca,48918,
Pseudomelatomidae,,Mollusca,129950,
Littorina scutulata,Checkered Periwinkle,Mollusca,69995,
Polyorchis penicillatus,Red-eye Medusa,Animalia,51640,
Cryptopleura,,Plantae,243907,
Pelagiidae,Pelagiid Jellies,Animalia,48482,
Balanus nubilus,Giant Acorn Barnacle,Animalia,49127,
Eutonina indicans,Umbrella Jelly,Animalia,348053,
Eremophila alpestris,Horned Lark,Aves,7294,
Serpula columbiana,Red-trumpet Calcareous Tubeworm,Animalia,131207,
Tonicella lokii,Flame Lined Chiton,Mollusca,50886,
Semaeostomeae,Flag-mouth Jellies,Animalia,48331,
Pentaceraster,,Animalia,50409,
Bothus podas,Wide-eyed Flounder,Actinopterygii,118640,
Sula leucogaster,Brown Booby,Aves,3797,
Sula sula,Red-footed Booby,Aves,3793,True
Stomolophus meleagris,Cannonball Jelly,Animalia,126393,True
Velella,,Animalia,59699,
Stylocheilus striatus,Lined Seahare,Mollusca,48654,
Arenaria interpres,Ruddy Turnstone,Aves,3938,True
Larus hyperboreus,Glaucous Gull,Aves,4349,
Felimare porterae,Porter's Chromodorid,Mollusca,503297,
Acanthodoris rhodoceras,Black-tipped Spiny Dorid,Mollusca,47482,
Ancula lentiginosa,Freckled Ancula,Mollusca,50035,
Doridina,,Mollusca,801476,
Cadlina flavomaculata,Yellow-spotted Cadlina,Mollusca,50143,
Amphipholis,,Animalia,56669,
Paraxanthias taylori,Lumpy Rubble Crab,Animalia,117679,
Cadlina sparsa,Dark-spot Cadlina,Mollusca,50205,
Ophioderma panamense,Panama Serpent Star,Animalia,293191,
Balaenoptera acutorostrata,Minke Whale,Mammalia,41550,
Anteaeolidiella chromosoma,Colorful Aeolid,Mollusca,533048,
Syllidae,,Animalia,81787,
Mirounga angustirostris,Northern Elephant Seal,Mammalia,41728,
Fratercula arctica,Atlantic Puffin,Aves,4504,
Volvarina taeniolata,California Marginella,Mollusca,254872,
Melipotis,,Insecta,177071,
Dermochelys coriacea,Leatherback Sea Turtle,Reptilia,39677,
Callophyllis,,Plantae,183048,
Fucellia,Seaweed Flies,Insecta,155489,True
Bossiella,,Plantae,127155,True
Ophiothrix,,Animalia,48839,
Dicentrarchus labrax,European Seabass,Actinopterygii,99269,
Aplysia fasciata,Sooty Seahare,Mollusca,253928,
Stephanocystis osmundacea,chain bladder kelp,Chromista,126126,True
Aglaophenia pluma,Podded Hydroid,Animalia,363868,
Paraonidae,,Animalia,339322,
Spirorbis,Spiral Fanworms,Animalia,130091,
Botrylloides violaceus,Chain tunicate,Animalia,81776,True
Semibalanus balanoides,Northern Acorn Barnacle,Animalia,118832,
Ascophyllum nodosum,Knotted Wrack,Chromista,68770,
Fucus,vesicled rockweeds,Chromista,48217,
Diadumene lineata,Striped Green Sea Anemone,Animalia,81783,
Botryllus schlosseri,Star Tunicate,Animalia,62408,
Ciona intestinalis,Sea Vase,Animalia,48272,
Caprelloidea,"Skeleton Shrimp, Whale Lice, and Allies",Animalia,47627,
Syngnathus leptorhynchus,Bay Pipefish,Actinopterygii,54538,
Magallana gigas,Pacific Oyster,Mollusca,605992,
Crassostreinae,,Mollusca,871441,True
Argopecten ventricosus,Pacific Calico Scallop,Mollusca,179823,
Postelsia palmiformis,Sea Palm,Chromista,1267793,
Mysidae,,Animalia,85912,
Pagurus longicarpus,Long-claw Hermit Crab,Animalia,48169,
Nassarius fossatus,Channeled Basket Snail,Mollusca,117646,
Pleurobrachiidae,Sea Gooseberries,Animalia,117710,
Phaeophyceae,brown algae,Chromista,48220,
Halosaccion glandiforme,Sea Sacks,Plantae,123649,
Trichodesmium,Sea Sawdust,,746897,
Atelecyclus undecimdentatus,Horse Crab,Animalia,363950,
Zostera noltei,dwarf eelgrass,Plantae,1122848,
Flexopecten glaber,,Mollusca,469342,
Astrangia poculata,Northern Star Coral,Animalia,94745,
Colpomenia,Puff-ball Algae,Chromista,129742,True
Americorchestia megalophthalma,Northern Big-eyed Sandhopper,Animalia,517010,
Octopus bimaculoides,Lesser Two-spot Octopus,Mollusca,54509,True
Epiactis,,Animalia,49061,
Styela,Lumpy Sea Mats,Animalia,81616,
Exaiptasia diaphana,Pale Anemone,Animalia,785634,
Watersipora,,Animalia,124516,
Sargassum horneri,Devil weed,Chromista,428460,True
Ocenebra erinaceus,European Sting Winkle,Mollusca,467402,
Macropodia,,Animalia,363944,
Crepidula fornicata,Common Atlantic Slippersnail,Mollusca,125343,
Scyliorhinus canicula,Small-spotted Catshark,Animalia,112372,
Bela nebula,,Mollusca,482495,
Salariinae,,Actinopterygii,788671,
Aplysia dactylomela,spotted seahare,Mollusca,50543,
Flustrellidra corniculata,leather bryozoan,Animalia,339204,
Ulvophyceae,Sea Lettuces and Single-celled Algae,Plantae,51429,
Cladophora columbiana,Green pin-cushion alga,Plantae,117775,
Charadrius nivosus,Snowy Plover,Aves,144485,
Calidris alba,Sanderling,Aves,3849,True
Raphitoma purpurea,,Mollusca,482501,
Talochlamys pusio,Humpback Scallop,Mollusca,861601,
Gobius cobitis,Giant Goby,Actinopterygii,118703,
Lipophrys pholis,Shanny,Actinopterygii,210294,
Nerophis lumbriciformis,Worm Pipefish,Actinopterygii,446242,
Idotea balthica,Baltic Isopod,Animalia,203466,
Nymphon gracile,Gracile Sea Spider,Animalia,461796,
Physonectae,,Animalia,634585,
Haedropleura septangularis,Seven-ribbed Conelet,Mollusca,482477,
Chloeia flava,Golden Bristle Worm,Animalia,368720,
Corynidae,Bell Jellies,Animalia,51652,
Corambe,,Mollusca,50033,
Leptothecata,Thecate Hydroids,Animalia,48925,
Enhydra lutris nereis,Southern Sea Otter,Mammalia,117520,
Hydrophis elegans,Bar-bellied Sea Snake,Reptilia,35222,
Hyperiidae,,Animalia,195355,
Cydippida,Cydippids,Animalia,117709,
Grapsus,,Animalia,55296,
Prosopis pallida,American carob,Plantae,70038,
Caryophyllales,"pinks, cactuses, and allies",Plantae,47366,True
Anthoathecata,Athecate Hydroids,Animalia,48922,
Pandeidae,,Animalia,245602,
Agalmatidae,,Animalia,195398,
Paroaria capitata,Yellow-billed Cardinal,Aves,10257,
Nanomia cara,,Animalia,1098081,
Pegea,,Animalia,627560,
Lensia,,Animalia,195410,
Lobata,,Animalia,152925,
Nereocystis luetkeana,Bull Kelp,Chromista,120499,
Pleurobrachia bachei,Pacific Sea Gooseberry,Animalia,117705,
Ciliata mustela,Five-bearded Rockling,Actinopterygii,320326,
Felimare cantabrica,Cantabrian Nudibranch,Mollusca,469300,
Felimida krohni,Krohn's Dorid,Mollusca,469624,
Sepioloidea pacifica,Pacific Bottletail,Mollusca,151502,
Fusinus,,Mollusca,129947,
Struthiolaria papulosa,Ostrich Foot Snail,Mollusca,407672,
Demospongiae,Demosponges,Animalia,57736,
Semicassis pyrum,Pear Bonnet Snail,Mollusca,353736,
Paphies donacina,Southern Tuatua,Mollusca,394305,
Alcithoe arabica,Arabic Volute,Mollusca,385184,
Limosa lapponica,Bar-tailed Godwit,Aves,3951,
Haematopus finschi,South Island Oystercatcher,Aves,4851,
Olindias,,Animalia,247152,
Narcomedusae,,Animalia,152822,
Ctenophoricola rousei,,Animalia,1293356,
Amphinema dinema,,Animalia,256063,
Peachia neozealandica,,Animalia,1258415,
Beroe ovata,Brown Comb Jelly,Animalia,339903,
Haematopus unicolor,Variable Oystercatcher,Aves,4848,
Hirundo neoxena neoxena,Welcome swallow,Aves,424224,
Prosthemadera novaeseelandiae novaeseelandiae,Tūī,Aves,413522,
Maurea selecta,,Mollusca,637013,
Acanthochitona crinita,Bristly Mail-shell,Mollusca,446757,
Maja brachydactyla,Spiny Spider Crab,Animalia,447552,
Echinaster,,Animalia,117445,
Forskalia,,Animalia,464894,
Buccinoidea,True Whelks and Allies,Mollusca,499859,
Tenguella marginalba,Mulberry Whelk,Mollusca,949587,
Tetraclitella,,Animalia,500712,
Leptograpsus variegatus,Purple Rock Crab,Animalia,326099,
Aulactinia veratra,Green snakelock anemone,Animalia,430536,
Clytia gregaria,,Animalia,195428,
Arctocephalus pusillus pusillus,Cape Fur Seal,Mammalia,346947,
Dosinia anus,Coarse Dosinia,Mollusca,319730,
Cominella glandiformis,Mud Whelk,Mollusca,410712,
Entada,Callingcard Vines,Plantae,127668,
Echinaster sepositus,Mediterranean Red Sea Star,Animalia,117446,
Maoricolpus roseus,Turret Shell,Mollusca,392122,
Amalda mucronata,Blunt-tipped Olive,Mollusca,429557,
Cominella adspersa,Speckled Whelk,Mollusca,387811,
Coluzea spiralis,,Mollusca,387809,
Amphibola crenata,Mudflat Tītiko,Mollusca,150045,
Amphisbetia bispinosa,,Animalia,522549,
Pecten novaezelandiae,New Zealand Scallop,Mollusca,362743,
Austrofusus glans,,Mollusca,379977,
Amalda australis,Southern Olive,Mollusca,466142,
Staurocladia wellingtoni,,Animalia,1120217,
Paphies australis,Pipi,Mollusca,394304,
Cucumaria miniata,Orange Sea Cucumber,Animalia,117695,
Epitonium clathrus,Common Wentletrap,Mollusca,482316,
Tritia,,Mollusca,507906,
Acanthocardia aculeata,Spiny Cockle,Mollusca,424302,
Laevicardium crassum,Norwegian Egg Cockle,Mollusca,363965,
Acanthocardia tuberculata,Rough Cockle,Mollusca,363963,
Echinocardium,,Animalia,122233,
Siphonophorae,Siphonophores,Animalia,152823,
Cyclopoida,Cyclopoid Copepods,Animalia,85514,
Harpacticoida,Harpacticoid Copepods,Animalia,85521,
Rhabdosoma,,Animalia,195326,
Thalassocalyce inconstans,Umbrella Comb Jelly,Animalia,1159805,
Belone,,Actinopterygii,86933,
Thetys,,Animalia,133223,
Beroe cucumis,Northern Comb Jelly,Animalia,191560,
Octophialucium indicum,,Animalia,1302187,
Liolophura gaimardi,,Mollusca,906276,
Nanomia,,Animalia,506581,
Corallinales,coralline algae,Plantae,117827,
Ulvaceae,Sea Lettuces,Plantae,54643,
Palmadusta asellus,Little Ass Cowry,Mollusca,368749,
Purpuradusta gracilis,graceful cowrie,Mollusca,369168,
Phalium areola,Checkerboard Bonnet Snail,Mollusca,254572,
Actinia fragacea,Strawberry Anemone,Animalia,129493,
Bunodosoma biscayense,,Animalia,736002,
Diodora lineata,,Mollusca,779518,
Saccostrea scyphophilla,,Mollusca,907770,
Magnoliopsida,dicots,Plantae,47124,True
Sepia mestus,Reaper Cuttlefish,Mollusca,151424,
Chaetognatha,Arrow Worms,Animalia,151827,
Saccostrea glomerata,Sydney Rock Oyster,Mollusca,244646,
Vorticeros,,Animalia,492614,
Barbatia pistachia,,Mollusca,566526,
Trichomya hirsuta,Hairy Mussel,Mollusca,353604,
Clytia rangiroae,,Animalia,1305113,
Patella pellucida,Blue-rayed Limpet,Mollusca,130087,
Trivia monacha,European cowrie,Mollusca,180524,
Pyrgiscus,,Mollusca,1111886,
Turbo militaris,Military Turban,Mollusca,551104,
Glycymeris holoserica,,Mollusca,1042213,
Scutellastra chapmani,,Mollusca,700789,
Lyncina vitellus,Calf Cowry,Mollusca,143171,
Cavolinia inflexa,Inflexed Cavoline,Mollusca,255480,
Corolla spectabilis,Spectacular Corolla,Mollusca,55318,
Tesseropora rosea,,Animalia,500710,
Pecten maximus,Great Scallop,Mollusca,324563,
Acanthocardia,,Mollusca,363964,
Astralium tentoriiforme,Common Tent Shell,Mollusca,914178,
Morus bassanus,Northern Gannet,Aves,3802,
Porcellio,,Animalia,122240,
Pteria hirundo,Wing Oyster,Mollusca,359109,
Ostreidae,True Oysters,Mollusca,47582,
Amoria zebra,Zebra Volute,Mollusca,369041,
Spisula trigonella,,Mollusca,566660,
Ranella australasia,,Mollusca,353738,
Sarcothalia,,Plantae,489197,
Sargassum sinclairii,,Chromista,483786,
Monetaria caputserpentis,Snakehead Cowrie,Mollusca,506307,
Conus papilliferus,Papilla Cone,Mollusca,353759,
Anadara trapezia,Sydney Cockle,Mollusca,353603,
Hormosira banksii,Neptune's necklace,Chromista,342806,
Heliopora coerulea,blue coral,Animalia,102432,
Modiolus peronianus,,Mollusca,868392,
Caprellidae,Skeleton Shrimp,Animalia,47626,
Phalium bandatum,Banded Bonnet Snail,Mollusca,471913,
Sepia plangon,Mourning Cuttlefish,Mollusca,151438,
Naxia tumida,,Animalia,494185,
Lepas indica,,Animalia,889815,
Aves,Birds,Aves,3,True
Avicennia marina australasica,Manawa,Plantae,181928,
Scaeochlamys livida,Livid Fan Scallop,Mollusca,851959,
Glycymeris grayana,,Mollusca,775269,
Macroramphosus gracilis,Little Bellowsfish,Actinopterygii,142759,
Ocypode cordimana,Smooth-handed Ghost Crab,Animalia,123384,
Haliotis coccoradiata,reddish-rayed abalone,Mollusca,560581,
Conuber melastoma,,Mollusca,417983,
Antigona persimilis,,Mollusca,525281,
Coris julis,Mediterranean rainbow wrasse,Actinopterygii,50968,
Erronea errones,Erroneous Cowry,Mollusca,368589,
Chromis chromis,Mediterranean Damselfish,Actinopterygii,118682,
Austromactra contraria,Contrary Mactra,Mollusca,808236,
Barbatia novaezealandiae,,Mollusca,386582,
Phocoena phocoena,Harbor Porpoise,Mammalia,41440,
Scutus antipodes,Elephant Snail,Mollusca,50691,
Lunella undulata,Common Warrener,Mollusca,501082,
Halicarcinus,Pillbox Crabs,Animalia,144101,
Hymenosomatidae,,Animalia,144103,
Megabalanus tintinnabulum,Titan acorn barnacle,Animalia,209134,
Sertulariidae,,Animalia,48926,
Balanus,Rock-barnacles,Animalia,49129,
Eudistoma elongatum,Australian Droplet Tunicate,Animalia,429283,
Agalma elegans,,Animalia,195397,
Guinusia chabrus,Red Rock Crab,Animalia,319553,
Pyrazus ebeninus,Hercules Club Mud Whelk,Mollusca,416325,
Neverita didyma,Bladder Moon Snail,Mollusca,59353,
Bacillariophyceae,Diatoms,Chromista,123880,True
Porcellionides cingendus,,Animalia,130173,
Thomisidae,Crab Spiders,Arachnida,47866,True
Rhizostomatidae,Rhizostomatid Jellies,Animalia,245625,
Ruditapes decussatus,grooved carpet shell,Mollusca,324548,
Bassina jacksonii,,Mollusca,1209339,
Ovalipes catharus,Common Swimming Crab,Animalia,144096,
Nodilittorina pyramidalis,Pyramid Noddiwink,Mollusca,476065,
Bulla quoyii,Brown bubble shell,Mollusca,386908,
Siphonaria denticulata,,Mollusca,1124230,
Pyura praeputialis,Cunjevoi,Animalia,623244,
Oulactis muscosa,Speckled rock anemone,Animalia,428775,
Semicassis saburon,,Mollusca,469328,
Heterodontus portusjacksoni,Port Jackson Shark,Animalia,57810,
Anthopleura aureoradiata,Small Brown Sea Anemone,Animalia,431788,
Sepia,Typical Cuttlefishes,Mollusca,119418,
Tursiops aduncus,Indo-Pacific Bottlenose Dolphin,Mammalia,41481,
Atrina,,Mollusca,172119,
Crustacea,Crustaceans,Animalia,85493,
Trieres chinensis,,Chromista,984494,
Chaetoceros,,Chromista,123862,
Allomycterus pilatus,Australian Burrfish,Actinopterygii,93673,
Leander tenuicornis,Brown Grass Shrimp,Animalia,260255,
Apolemia,,Animalia,510784,
Cardita aviculina,,Mollusca,820873,
Larus fuscus,Lesser Black-backed Gull,Aves,4381,
Mytilus edulis,Blue Mussel,Mollusca,117650,
Anomia ephippium,Saddle Oyster,Mollusca,469347,
Myctophum,,Actinopterygii,90074,
Calliactis parasitica,Parasitic Anemone,Animalia,358550,
Poirieria zelandica,,Mollusca,395448,
Iodictyum phoeniceum,Pink lace bryozoan,Animalia,515890,
Melolonthinae,June Beetles,Insecta,48200,True
Paphies angusta,Elongate wedge shell,Mollusca,570284,
Amalda depressa,Depressed Olive,Mollusca,493497,
Astropecten polyacanthus,Indo-Pacific Comb Star,Animalia,195876,
Spirobranchus,Christmas Tree Worms,Animalia,49519,
Hemidonax pictus,,Mollusca,370372,
Echinocardium cordatum,Sea Potato,Animalia,122232,
Carpophyllum maschalocarpum,Common flapjack,Chromista,410858,
Haliclona oculata,Mermaid's Glove,Animalia,203694,
Aplidium stellatum,Atlantic Sea Pork,Animalia,56051,
Busycon carica,Knobbed Whelk,Mollusca,208724,
Busycotypus canaliculatus,Channeled Whelk,Mollusca,81646,
Donax variabilis,Coquina,Mollusca,122241,
Emerita talpoida,Atlantic Sand Crab,Animalia,47182,
Durvillaea antarctica,New Zealand Bull Kelp,Chromista,197107,
Perna canaliculus,New Zealand Green-lipped Mussel,Mollusca,394900,
Anomia trigonopsis,Jingle shell,Mollusca,353618,
Lucina adansoni,,Mollusca,1208197,
Sphoeroides marmoratus,Guinean Puffer,Actinopterygii,342289,
Syngnathus,Pipe-fishes,Actinopterygii,54539,
Ostreida,Oysters and Allies,Mollusca,47583,
Bolinopsis,,Animalia,416816,
Lolliguncula brevis,Atlantic brief squid,Mollusca,172020,
Mugil,Common Mullets,Actinopterygii,54662,
Porcellanidae,Porcelain Crabs,Animalia,47805,
Vulsella,,Mollusca,849774,
Eudyptula minor iredalei,North Island Little Penguin,Aves,472606,
Fucophycidae,,Chromista,1267990,
Mytilidae,True Mussels,Mollusca,50600,
Thoracicalcarea,Thoracican Barnacles,Animalia,1040842,
Avicennia marina,Grey Mangrove,Plantae,75723,
Siphonaria funiculata,,Mollusca,542285,
Galeolaria gemineoa,,Animalia,861677,
Chrysophrys auratus,Australasian Snapper,Actinopterygii,530886,
Girella tricuspidata,Luderick,Actinopterygii,322005,
Forsterygion lapillum,Common Triplefin,Actinopterygii,410520,
Scorpis violacea,Violet Sweep,Actinopterygii,197101,
Coscinasterias muricata,Eleven-armed Sea Star,Animalia,355874,
Chironemus marmoratus,Eastern Kelpfish,Actinopterygii,121259,
Favonigobius lentiginosus,Eastern Longfin Goby,Actinopterygii,502355,
Cymodocella,,Animalia,644493,
Montfortula rugosa,Cap-shaped False Limpet,Mollusca,353698,
Davusia glabra,Shiny Bait Crab,Animalia,512837,
Haliotis rufescens,Red Abalone,Mollusca,56652,
